PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
-14.16458909885927,-7.492092175623652,-4.021698544971655,-0.7262598537234041,0.7324548478089807,0.7258621876258065,0.051898698024636626,-0.3129065696925933,-0.4410201702730136,-0.42974627633243145,-0.3980540946122862,-0.12616831800841793,0.4901785974031749,0.2156215387795877
-14.058860733348505,-7.3822497239782425,-4.152107212236717,-0.49563502203752985,1.279769594169008,0.3715229376794325,-0.0743946087178169,-0.2769387936870113,0.11748247127298551,-0.14351560224355303,-0.9863801715494479,0.05640881034790602,0.24407153910604082,0.45783198550131293
-13.97103024598449,-7.486516486745296,-3.977153699822457,-0.6400009047886,0.6805816110199353,0.6404719870838599,0.07102667904946242,-0.43813866368172116,0.12753128905864888,-0.22248523820245664,-1.041864427419511,-0.08743583290094854,0.32844024413383305,0.35866698083821796
-12.974334858025601,-7.227379539140383,-4.00657866221888,-0.4509620018717868,0.9513225942261527,0.3877333755974714,0.21680584672716277,-0.502603768349366,0.39523133640116115,-0.19314447428302378,-1.2829063988174327,-0.05182784404955784,0.4556030136681297,0.42375224134981787
-12.081740431227994,-6.8338756983727835,-3.991018925561487,-0.38800263798524726,1.2459962209989677,0.9009464014588396,0.29204833016298204,-0.845457724817426,0.5087709125124658,-0.24023772063022175,-1.1234367001226073,-0.29151539501711665,0.48860563900989995,0.6480942927360569
-13.583666630565284,-7.156712229394357,-4.062351282092238,-0.6218862335076226,1.097680578842586,0.47473336936294264,-0.04541386305847307,-0.6240371222908973,0.1977945032009406,-0.408542805746843,-0.9924751614117162,0.19112813627706984,0.2132307256769405,0.3342447471635188
-10.985703710653375,-6.538747969643549,-3.7970110751852255,0.044022731035934036,0.9929343349376716,0.5087184733069954,0.3396358862841384,-1.1399924997754332,0.7232635692673718,-0.2710927987643874,-0.9503631968590703,-0.7051527974818158,0.418685436360742,0.8523363393781339
-14.549520685981578,-7.648562201066942,-3.9221828157118073,-0.6108623146879655,0.9326521732733553,0.3592803859339241,-0.022665040772333365,-0.17001587126278922,-0.18085539895485883,-0.2339371553038788,-0.9375903720480748,0.11584177491797316,0.12521675714596847,0.0374347731623668
-12.94107840894582,-6.694483149968607,-3.843181285472163,-0.3458476516689343,1.1741668854214458,0.4707505739897285,-0.4293919301125458,-0.633638487708193,0.4771168068405228,-0.4817064310803981,-1.148102997652119,0.06298628838899777,0.4613385299080357,0.48130380009794793
-13.5925366179391,-7.356420022260104,-4.03099922537441,-0.4385113142290872,1.1039168841263667,0.529633855428649,-0.06727627517592166,-0.5133902565791408,0.11887397722242588,-0.418729835809168,-0.949222372130024,-0.029981094588693975,0.41833483193379967,0.2950139200630513
-12.610683300925745,-6.843801489080457,-3.759703554304163,-0.5384254042320586,1.108799025910896,0.5874878901654649,-0.1295269045059463,-0.45486480428431697,0.14148500824951166,0.02104899342986388,-0.8841069223392373,-0.17463380909861892,0.5083306831797563,0.4316060183144418
